texte,niveau,category,classification,risk_decision,origin,year,month,maroc_relevant,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Nigeria,2026,5,1,RASFF
Pesticides residues in rice from Pakistan | cereals and bakery products | chlorpyrifos  unauthorised substance - {pesticide residues} | Pakistan,CRITIQUE,cereals and bakery products,border rejection notification,serious,Pakistan,2023,8,1,RASFF
pyrrolizidine alkaloids in herbal infusion originating from China | herbs and spices | pyrrolizidine alkaloids   - {natural toxins (other)} | China,CRITIQUE,herbs and spices,border rejection notification,serious,China,2023,8,1,RASFF
"ethylene oxide in ayurvedic herbal supplement from India | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | India",CRITIQUE,"dietetic foods, food supplements and fortified foods",border rejection notification,serious,India,2023,8,1,RASFF
"chlorpyrifos, ethylene oxide in cumin seeds from India | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues},ethylene oxide   - {pesticide residues} | India",CRITIQUE,herbs and spices,border rejection notification,serious,India,2023,8,1,RASFF
acetamiprid in pepper from Türkiye  | fruits and vegetables | acetamiprid   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2023,8,1,RASFF
"Non-authorised novel food ingredient cannabidiol in CBD oil from Austria | dietetic foods, food supplements and fortified foods |  | Austria",ATTENTION,"dietetic foods, food supplements and fortified foods",information notification for follow-up,potentially serious,Austria,2023,8,1,RASFF
Too high content of trans fatty acid in bakery products  from from Russian Federation via Germany | cereals and bakery products | trans fatty acids  too high content - {composition} | Russia,INFO,cereals and bakery products,information notification for follow-up,not serious,Russia,2023,8,1,RASFF
Histamine in Mackerel fillet | fish and fish products | histamine   - {biological contaminants} | ,CRITIQUE,fish and fish products,information notification for attention,serious,,2023,8,1,RASFF
"Chlorfenapyr and isocarbophos in frozen asparagus beans from China | fruits and vegetables | chlorfenapyr   - {pesticide residues},isocarbophos  unauthorised substance - {pesticide residues} | China",ATTENTION,fruits and vegetables,information notification for follow-up,potential risk,China,2023,8,1,RASFF
"Excessive hydrocyanic acid content in apricot stones from Greece, via Bulgaria | nuts, nut products and seeds | cyanide  too high content - {biological contaminants} | Greece",CRITIQUE,"nuts, nut products and seeds",alert notification,serious,Greece,2023,8,1,RASFF
"Aflatoxins in dried figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2023,8,1,RASFF
Salmonella in smoked herring from Belgium | fish and fish products | Salmonella   - {pathogenic micro-organisms} | Belgium,CRITIQUE,fish and fish products,alert notification,serious,Belgium,2023,8,1,RASFF
"Ochratoxin A in sunflower seeds from Moldova via Germany | nuts, nut products and seeds | ochratoxin A   - {mycotoxins} | Moldova",CRITIQUE,"nuts, nut products and seeds",alert notification,serious,Moldova,2023,8,1,RASFF
Cypermethrin in passion fruit from Thailand | fruits and vegetables | cypermethrin   - {pesticide residues} | Thailand,CRITIQUE,fruits and vegetables,information notification for attention,serious,Thailand,2023,8,1,RASFF
"Unauthorized substance chlorpyrifos in poppy seed from Slovakia | nuts, nut products and seeds | chlorpyrifos  unauthorised substance - {pesticide residues} | Slovakia",ATTENTION,"nuts, nut products and seeds",information notification for follow-up,potential risk,Slovakia,2023,8,1,RASFF
"Dimethoate, omethoate and chlorpyrifos in cherries from Turkey. | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues},dimethoate   - {pesticide residues},omethoate   - {pesticide residues} | Türkiye",ATTENTION,fruits and vegetables,information notification for attention,potentially serious,Türkiye,2023,8,1,RASFF
"unauthorised novel food (α-GPC) in food supplements | dietetic foods, food supplements and fortified foods |  | Poland",ATTENTION,"dietetic foods, food supplements and fortified foods",information notification for follow-up,potential risk,Poland,2023,8,1,RASFF
"Listeria monocytogenes in smoked salmon from Spain processed with raw material from Norway | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Norway,Spain",CRITIQUE,fish and fish products,information notification for attention,serious,"Norway,Spain",2023,8,1,RASFF
Exceeding the MRL of cadmium in dried spinach from Poland | fruits and vegetables | cadmium   - {heavy metals} | Poland,CRITIQUE,fruits and vegetables,alert notification,serious,Poland,2023,8,1,RASFF
"Unauthorised substance chlorpyrifos (0.1 mg/kg - ppm) in food supplement from the United States, via Poland | dietetic foods, food supplements and fortified foods | chlorpyrifos  unauthorised substance - {pesticide residues} | United States",ATTENTION,"dietetic foods, food supplements and fortified foods",information notification for follow-up,potentially serious,United States,2023,8,1,RASFF
"acetamiprid and unauthorised substance imidacloprid in basmati rice from Pakistan | cereals and bakery products | acetamiprid   - {pesticide residues},imidacloprid   - {pesticide residues} | Pakistan",CRITIQUE,cereals and bakery products,border rejection notification,potential risk,Pakistan,2023,8,1,RASFF
presenza di corpi estranei in riso dal Pakistan | cereals and bakery products |  | Pakistan,CRITIQUE,cereals and bakery products,border rejection notification,serious,Pakistan,2023,8,1,RASFF
Aflatoxins in nutmeg from Indonesia  | herbs and spices | aflatoxins   - {mycotoxins} | Indonesia,CRITIQUE,herbs and spices,border rejection notification,serious,Indonesia,2023,8,1,RASFF
Border rejection of a consignment of sweet goods and pastries due to titanium dioxide | cereals and bakery products |  | United States,CRITIQUE,cereals and bakery products,border rejection notification,potential risk,United States,2023,8,1,RASFF
"Unauthorized pesticide chlopyrifos and above the limit  pesticide Imazalil in Green Olives from Egypt | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues},imazalil   - {pesticide residues} | Egypt",CRITIQUE,fruits and vegetables,border rejection notification,not serious,Egypt,2023,8,1,RASFF
"Misleading labelling regarding gluten in rice porridge and chia pudding from Czech Republic | dietetic foods, food supplements and fortified foods |  | Czechia",ATTENTION,"dietetic foods, food supplements and fortified foods",information notification for follow-up,potential risk,Czechia,2023,8,1,RASFF
Omethoat in lonkong from Thailand | fruits and vegetables |  | Thailand,ATTENTION,fruits and vegetables,information notification for attention,potentially serious,Thailand,2023,8,1,RASFF
Pesticides residues in pineapple from Ghana  | fruits and vegetables | ethephon   - {pesticide residues} | Ghana,CRITIQUE,fruits and vegetables,alert notification,serious,Ghana,2023,8,1,RASFF
Novel food non autorizzato foglie di fieno greco (Trigonella foenum graecum) //unauthorized novel food fenugreek leaves (Trigonella foenum graecum) dispatched from the United Kingdom | herbs and spices |  | United Kingdom,CRITIQUE,herbs and spices,border rejection notification,potential risk,United Kingdom,2023,8,1,RASFF
Rotura de cadena de frío de Katsuwonus pelamis de Isla Salomon - Poor temperature control in Katsuwonus pelamis from Salomon island. | fish and fish products |  | Solomon Islands,CRITIQUE,fish and fish products,border rejection notification,serious,Solomon Islands,2023,8,1,RASFF
Mold on Naan breads with garlic from UK | cereals and bakery products |  | United Kingdom,INFO,cereals and bakery products,information notification for attention,not serious,United Kingdom,2023,8,1,RASFF
Rotura de la cadena del frío en tartas congeladas de Reino Unido - Poor temperature control in frozen pies from United Kingdom.  | cereals and bakery products |  | United Kingdom,CRITIQUE,cereals and bakery products,border rejection notification,not serious,United Kingdom,2023,8,1,RASFF
"Lactose in vegan chocolate chip cookies, from the Netherlands. | cereals and bakery products |  | Netherlands",CRITIQUE,cereals and bakery products,information notification for attention,serious,Netherlands,2023,8,1,RASFF
"Unauthorised novel food ingredient (CBD) in food supplement from Austria | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food} | Austria",ATTENTION,"dietetic foods, food supplements and fortified foods",information notification for follow-up,potential risk,Austria,2023,8,1,RASFF
Undeclared allergenic ingredients pistachio and sesame in biscuit mix from Iran | cereals and bakery products | sesame  undeclared - {allergens} | Iran,ATTENTION,cereals and bakery products,information notification for attention,potentially serious,Iran,2023,8,1,RASFF
"Too low content of declared mineral zinc in a food supplement from Turkey via Bosnia and Herzegovina | dietetic foods, food supplements and fortified foods | nutrients  too low content - {composition} | Türkiye",INFO,"dietetic foods, food supplements and fortified foods",information notification for attention,no risk,Türkiye,2023,8,1,RASFF
Foreign object (metal) in organic vegan raw kid's bar | cereals and bakery products |  | Greece,CRITIQUE,cereals and bakery products,alert notification,serious,Greece,2023,8,1,RASFF
"High content of, among others, synephrine in food supplement from South Africa | dietetic foods, food supplements and fortified foods | synephrine  high content - {composition} | South Africa",CRITIQUE,"dietetic foods, food supplements and fortified foods",information notification for attention,serious,South Africa,2023,8,1,RASFF
"High iodine content in dried seaweed from China, via the Netherlands | fruits and vegetables | iodine  high content - {composition} | China",CRITIQUE,fruits and vegetables,alert notification,serious,China,2023,8,1,RASFF
"High iodine content in dried seaweed from the Republic of Korea, via the Netherlands | fruits and vegetables | iodine  high content - {composition} | South Korea",CRITIQUE,fruits and vegetables,alert notification,serious,South Korea,2023,8,1,RASFF
"Chlorpiryfos w Marchwi młodej luz, pochodzącej z Włoch // Exceeding the MRL for chlorpyrifos residues in baby carrots from Italy | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Italy",ATTENTION,fruits and vegetables,information notification for attention,potential risk,Italy,2023,8,1,RASFF
tonno a pinne giallo fresco con istamina/Presence of histamine above legal limits in chilled yellowfin tuna from Spain | fish and fish products | histamine   - {biological contaminants} | Spain,CRITIQUE,fish and fish products,information notification for attention,serious,Spain,2023,8,1,RASFF
"Absence of health certificate for sesame seeds from Nigeria | nuts, nut products and seeds |  | Nigeria",CRITIQUE,"nuts, nut products and seeds",border rejection notification,not serious,Nigeria,2023,8,1,RASFF
"Absence of health certificate for sesame seeds from Uganda  | nuts, nut products and seeds |  | Uganda",CRITIQUE,"nuts, nut products and seeds",border rejection notification,not serious,Uganda,2023,8,1,RASFF
Pyrrolizidine alkaloids in ground tarragon from France | herbs and spices | pyrrolizidine alkaloids   - {natural toxins (other)} | France,CRITIQUE,herbs and spices,alert notification,potentially serious,France,2023,8,1,RASFF
"Aflatoxine B1 in rice flour from Cambodia | cereals and bakery products | Aflatoxin B1   - {mycotoxins} | Cambodia,Germany,Netherlands",CRITIQUE,cereals and bakery products,alert notification,serious,"Cambodia,Germany,Netherlands",2023,8,1,RASFF
Chlorpyrifos in peaches from Serbia | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues} | Serbia,CRITIQUE,fruits and vegetables,border rejection notification,potential risk,Serbia,2023,8,1,RASFF
"Pesticide residues in moringa oleifera from India | fruits and vegetables | alpha-cypermethrin   - {pesticide residues},clothianidin   - {pesticide residues},cypermethrin   - {pesticide residues},thiamethoxam   - {pesticide residues} | India",CRITIQUE,fruits and vegetables,border rejection notification,serious,India,2023,8,1,RASFF
"Salmonella spp. in sesame seeds from India | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | India",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,India,2023,8,1,RASFF
"Detection of Listeria monocytogenes in sea bass fillet, produced in Turkey, supplier in the Netherlands | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Türkiye",ATTENTION,fish and fish products,information notification for follow-up,potential risk,Türkiye,2023,8,1,RASFF
"Mercury in shark fins of unknown origin, via the Netherlands | fish and fish products | mercury   - {heavy metals} | Spain",CRITIQUE,fish and fish products,alert notification,serious,Spain,2023,8,1,RASFF
