texte,niveau,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
"Aflatoxin B1 in peanuts from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
Whole grain tortilla wraps from Belgium infested with moulds | cereals and bakery products |  | Belgium,INFO,RASFF
Benzalkonium chloride in savoy cabbage from Portugal | fruits and vegetables | benzalkonium chloride (BAC)   - {composition} | Portugal,ATTENTION,RASFF
NOVEL FOOD - Angelica sinensis origin China imported in Italy from Hong Kong | herbs and spices |  | China,CRITIQUE,RASFF
Importazione di NOVEL FOOD - Codonopsis pilosula | herbs and spices |  | China,CRITIQUE,RASFF
Mold in Turkish bread from Germany | cereals and bakery products |  | Netherlands,INFO,RASFF
Presenza di FOSTHIAZATE superiore ai limiti consentiti in Patate//Presence of FOSTHIAZATE higher than the permitted limits in Potatoes | fruits and vegetables | fosthiazate   - {pesticide residues} | Italy,CRITIQUE,RASFF
"aflatoxins in Indonesian nutmeg | herbs and spices | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Indonesia",CRITIQUE,RASFF
"RESIDUES OF MULTIPLE UNAUTHORISED AND AUTHORISED PESTICIDES IN CHILI POWDER FROM BANGLADESH | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues},fipronil  unauthorised substance - {pesticide residues},imidacloprid   - {pesticide residues},pyriproxyfen    - {pesticide residues},tebuconazole   - {pesticide residues},tolfenpyrad   - {pesticide residues} | Bangladesh",CRITIQUE,RASFF
Linuron in parsley root from Poland | fruits and vegetables | linuron   - {pesticide residues} | Poland,ATTENTION,RASFF
Unauthorised pesticide residue (bromide) in basmati rice from Pakistan. | cereals and bakery products | bromide   - {pesticide residues} | Pakistan,CRITIQUE,RASFF
"CHLORPYRIFOS superiore ai limiti stabiliti in  BANANE CHIPS provenienti dall'Olanda con origine Filippine//CHLORPYRIFOS exceeding established limits in BANANAS CHIPS from the Netherlands with Philippine origin | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Italy,Philippines",CRITIQUE,RASFF
"Unauthorized substances in food supplement from the United States of America via Slovakia | dietetic foods, food supplements and fortified foods | androstenedione  unauthorised substance - {composition},dehydroepiandrosterone (DHEA)  unauthorised substance - {composition} | United States",CRITIQUE,RASFF
"Novel food CBD sold online from Poland | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food} | Poland",ATTENTION,RASFF
 acetamiprid above MRL in basmati rice from Pakistan | cereals and bakery products | acetamiprid   - {pesticide residues} | Pakistan,CRITIQUE,RASFF
unauthorized substance chlorpyrifos in bulgur from Ukraine | cereals and bakery products | chlorpyrifos   - {pesticide residues} | Ukraine,CRITIQUE,RASFF
"Presence of acetamiprid and imidacloprid above MRL in rice from Pakistan | cereals and bakery products | acetamiprid   - {pesticide residues},imidacloprid   - {pesticide residues} | Pakistan",CRITIQUE,RASFF
Mercurio en Pagrus Pagrus de Marruecos. Mercury in Pagrus Pagrus from Morocco.  | fish and fish products | mercury   - {heavy metals} | Morocco,CRITIQUE,RASFF
Mercurio en atún de Marruecos. Mercury in tuna from Morocco | fish and fish products | mercury   - {heavy metals} | Morocco,CRITIQUE,RASFF
"Benzalkonium chloride and imazalil in lemons from Turkey | fruits and vegetables | benzalkonium chloride (BAC)   - {composition},imazalil   - {pesticide residues} | Türkiye",ATTENTION,RASFF
Mercury in see bream (Sparus aurata) | fish and fish products | mercury   - {heavy metals} | Italy,CRITIQUE,RASFF
"Unauthorised substances carbofuran, chlorothalonil and profenofos in asparagus beans from Sri Lanka | fruits and vegetables | carbofuran   - {pesticide residues},chlorothalonil   - {pesticide residues},profenofos  unauthorised substance - {pesticide residues} | Sri Lanka",ATTENTION,RASFF
"Ochratoxin in hulled sunflower seeds from Bulgaria | nuts, nut products and seeds | ochratoxin A   - {mycotoxins} | Bulgaria",CRITIQUE,RASFF
Bacillus cereus in dried wood ear mushrooms from Vietnam | fruits and vegetables | Bacillus cereus  - {pathogenic micro-organisms} | Vietnam,ATTENTION,RASFF
"unauthorized novel food (L-alpha-glycerylphosphorylcholine) in dietary supplementnovel food non autorizzato (L-alfa-glicerilfosforilcolina) in integratore alimentare | dietetic foods, food supplements and fortified foods |  | ",ATTENTION,RASFF
Benzalkonium chloride in grapefruits from Turkey | fruits and vegetables | benzalkonium chloride (BAC)   - {composition} | Türkiye,ATTENTION,RASFF
Presence of mercury above legal limits in yellow-fin tuna from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,RASFF
"Pesticide residues in grape leaves from Egypt | fruits and vegetables | Azoxystrobin   - {pesticide residues},acetamiprid   - {pesticide residues},bifenthrin   - {pesticide residues},carbendazim   - {pesticide residues},chlorpyrifos   - {pesticide residues},difenoconazole   - {pesticide residues},diniconazole   - {pesticide residues},emamectin   - {pesticide residues},imidacloprid   - {pesticide residues},indoxacarb   - {pesticide residues},lambda-cyhalothrin   - {pesticide residues},lufenuron   - {pesticide residues},propiconazole   - {pesticide residues},thiophanate-methyl   - {pesticide residues} | Egypt",CRITIQUE,RASFF
Parasitic infestation with Anisakis in frozen hake from Spain | fish and fish products | Anisakis  parasitic infestation with - {parasitic infestation} | Spain,INFO,RASFF
Formetanate in fresh pepper from Türkiye  | fruits and vegetables | formetanate   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
 chlorpyrifos-methyl in fresh lemons from Türkiye  | fruits and vegetables | chlorpyrifos-methyl  unauthorised substance - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Tricyclazole and Thiamethoxam in basmati rice from India | cereals and bakery products | thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",CRITIQUE,RASFF
Rye bread from Denmark infested with moulds | cereals and bakery products |  | Denmark,INFO,RASFF
Wafer Stick - unauthorized additive | cereals and bakery products |  | Netherlands,CRITIQUE,RASFF
"Cyanide in cassava flour from Nigeria, via the Netherlands | fruits and vegetables | cyanide  high content - {biological contaminants} | Nigeria",CRITIQUE,RASFF
"Maximum residue limits exceeded for dimethoat and omethoat in fresh cherries | fruits and vegetables | dimethoate   - {pesticide residues},omethoate   - {pesticide residues} | Türkiye",ATTENTION,RASFF
"suplement diety ze względu na skład spełnia kryterium definicji dla produktu leczniczego/// a food supplement due to its composition meets the definition criterion for a medicinal product  | dietetic foods, food supplements and fortified foods |  | Poland",ATTENTION,RASFF
Controllo d'identità sfavorevole in riso biologico dal Pakistan//Unfavorable identity check in organic rice from Pakistan | cereals and bakery products |  | Pakistan,CRITIQUE,RASFF
"propargite (0,076 ± 0,038 mg/kg) in frozen raspberries from Ukraine | fruits and vegetables | propargite   - {pesticide residues} | Ukraine",CRITIQUE,RASFF
"Aflatoxin in peanuts from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
"Methomyl and oxamyl in watermelons from Morocco | fruits and vegetables | methomyl   - {pesticide residues},oxamyl   - {pesticide residues} | ",CRITIQUE,RASFF
"Salmonella senftenberg in hulled sesame seeds from India | nuts, nut products and seeds | Salmonella Senftenberg  - {pathogenic micro-organisms} | India",CRITIQUE,RASFF
"Aflatoxin in USA groundnuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"unauthorised novel food ingredients 5-HTP/Griffonia extract, N-Acetyl-L-Tyrosine,    N-Acetyl-L-Carnitin Hydrochlorid and too high caffeine content per daily dose in various food supplements from Germany | dietetic foods, food supplements and fortified foods | N-acetyl tyrosine  unauthorised substance - {composition},caffeine  too high content - {composition},illegal trade  suspicion - {not determined (other)} | Germany",CRITIQUE,RASFF
1.8 mg/kg Cypermethrin in peppers from Uganda | fruits and vegetables | cypermethrin   - {pesticide residues} | Uganda,CRITIQUE,RASFF
0.21 mg/kg Lambda-Cyhalothrin in peppers from Uganda | fruits and vegetables | lambda-cyhalothrin   - {pesticide residues} | Uganda,CRITIQUE,RASFF
"Unauthorised food colour in curry powder, from Vietnam. | herbs and spices | Sudan 4 unauthorised colour - {composition} | Vietnam",CRITIQUE,RASFF
"Labelling and identification deficiencies on apricot kernels from Greece  | nuts, nut products and seeds | cyanide  too high content - {biological contaminants} | Greece",ATTENTION,RASFF
Unauthorised substance monocrotophos in drumsticks (Moringa oleifera) from India  | fruits and vegetables | monocrotophos  unauthorised substance - {pesticide residues} | India,CRITIQUE,RASFF
Unauthorized substance monocrotophos in horseradish tree pods (Moringa oleifera) from India | fruits and vegetables | monocrotophos  unauthorised substance - {pesticide residues} | India,CRITIQUE,RASFF
"Border Rejection Sesame Seeds Due to Detection of Salmonella Newport | nuts, nut products and seeds | Salmonella spp.  - {pathogenic micro-organisms} | Pakistan",CRITIQUE,RASFF
"Aflatoxinas en almendras de Australia/Aflatoxins in almonds from Australia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Australia",CRITIQUE,RASFF
"Unauthorized substance vardenafil in food supplement | dietetic foods, food supplements and fortified foods | vardenafil  unauthorised substance - {composition} | China",CRITIQUE,RASFF
"Famoxadone and  Propargite in Frozen diced Peppers from Egypt | fruits and vegetables | famoxadone   - {pesticide residues},propargite   - {pesticide residues} | Egypt",CRITIQUE,RASFF
Unauthorised pesticide residue chlorothalonil in organic acodado from Tanzania | fruits and vegetables | chlorothalonil   - {pesticide residues} | Tanzania,ATTENTION,RASFF
Chlorothalonil in sugar snap peas from Kenya via the Netherlands | fruits and vegetables | chlorothalonil   - {pesticide residues} | Kenya,ATTENTION,RASFF
Aflatoxins in curcuma from India | herbs and spices | Aflatoxin B1   - {mycotoxins} | India,CRITIQUE,RASFF
Pesticides residues in rice from Pakistan | cereals and bakery products | chlorpyrifos  unauthorised substance - {pesticide residues} | Pakistan,CRITIQUE,RASFF
pyrrolizidine alkaloids in herbal infusion originating from China | herbs and spices | pyrrolizidine alkaloids   - {natural toxins (other)} | China,CRITIQUE,RASFF
"ethylene oxide in ayurvedic herbal supplement from India | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
"chlorpyrifos, ethylene oxide in cumin seeds from India | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues},ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
acetamiprid in pepper from Türkiye  | fruits and vegetables | acetamiprid   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Non-authorised novel food ingredient cannabidiol in CBD oil from Austria | dietetic foods, food supplements and fortified foods |  | Austria",ATTENTION,RASFF
Too high content of trans fatty acid in bakery products  from from Russian Federation via Germany | cereals and bakery products | trans fatty acids  too high content - {composition} | Russia,INFO,RASFF
Histamine in Mackerel fillet | fish and fish products | histamine   - {biological contaminants} | ,CRITIQUE,RASFF
"Chlorfenapyr and isocarbophos in frozen asparagus beans from China | fruits and vegetables | chlorfenapyr   - {pesticide residues},isocarbophos  unauthorised substance - {pesticide residues} | China",ATTENTION,RASFF
"Excessive hydrocyanic acid content in apricot stones from Greece, via Bulgaria | nuts, nut products and seeds | cyanide  too high content - {biological contaminants} | Greece",CRITIQUE,RASFF
"Aflatoxins in dried figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
Salmonella in smoked herring from Belgium | fish and fish products | Salmonella   - {pathogenic micro-organisms} | Belgium,CRITIQUE,RASFF
"Ochratoxin A in sunflower seeds from Moldova via Germany | nuts, nut products and seeds | ochratoxin A   - {mycotoxins} | Moldova",CRITIQUE,RASFF
Cypermethrin in passion fruit from Thailand | fruits and vegetables | cypermethrin   - {pesticide residues} | Thailand,CRITIQUE,RASFF
"Unauthorized substance chlorpyrifos in poppy seed from Slovakia | nuts, nut products and seeds | chlorpyrifos  unauthorised substance - {pesticide residues} | Slovakia",ATTENTION,RASFF
"Dimethoate, omethoate and chlorpyrifos in cherries from Turkey. | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues},dimethoate   - {pesticide residues},omethoate   - {pesticide residues} | Türkiye",ATTENTION,RASFF
"unauthorised novel food (α-GPC) in food supplements | dietetic foods, food supplements and fortified foods |  | Poland",ATTENTION,RASFF
"Listeria monocytogenes in smoked salmon from Spain processed with raw material from Norway | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Norway,Spain",CRITIQUE,RASFF
Exceeding the MRL of cadmium in dried spinach from Poland | fruits and vegetables | cadmium   - {heavy metals} | Poland,CRITIQUE,RASFF
"Unauthorised substance chlorpyrifos (0.1 mg/kg - ppm) in food supplement from the United States, via Poland | dietetic foods, food supplements and fortified foods | chlorpyrifos  unauthorised substance - {pesticide residues} | United States",ATTENTION,RASFF
"acetamiprid and unauthorised substance imidacloprid in basmati rice from Pakistan | cereals and bakery products | acetamiprid   - {pesticide residues},imidacloprid   - {pesticide residues} | Pakistan",CRITIQUE,RASFF
presenza di corpi estranei in riso dal Pakistan | cereals and bakery products |  | Pakistan,CRITIQUE,RASFF
Aflatoxins in nutmeg from Indonesia  | herbs and spices | aflatoxins   - {mycotoxins} | Indonesia,CRITIQUE,RASFF
Border rejection of a consignment of sweet goods and pastries due to titanium dioxide | cereals and bakery products |  | United States,CRITIQUE,RASFF
"Unauthorized pesticide chlopyrifos and above the limit  pesticide Imazalil in Green Olives from Egypt | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues},imazalil   - {pesticide residues} | Egypt",CRITIQUE,RASFF
"Misleading labelling regarding gluten in rice porridge and chia pudding from Czech Republic | dietetic foods, food supplements and fortified foods |  | Czechia",ATTENTION,RASFF
